Year,Year ending,Local Government Area,Sex,Victim Reports
2020,December,Hobsons Bay,Females,959
2020,December,Hobsons Bay,Males,"1,298"
2020,December,Hobsons Bay,Organisations,914
2020,December,Hobsons Bay,People,"2,294"
2020,December,Horsham,Females,368
2020,December,Horsham,Males,305
2020,December,Horsham,Organisations,174
2020,December,Horsham,People,687
2020,December,Hume,Females,"3,481"
2020,December,Hume,Males,"4,176"
2020,December,Hume,Organisations,"2,560"
2020,December,Hume,People,"7,812"
2020,December,Indigo,Females,106
2020,December,Indigo,Males,120
2020,December,Indigo,Organisations,99
2020,December,Indigo,People,232
2020,December,Kingston,Females,"2,019"
2020,December,Kingston,Males,"2,562"
2020,December,Kingston,Organisations,"1,718"
2020,December,Kingston,People,"4,633"
2020,December,Knox,Females,"2,014"
2020,December,Knox,Males,"2,404"
2020,December,Knox,Organisations,"1,854"
2020,December,Knox,People,"4,476"
2020,December,Latrobe,Females,"2,353"
2020,December,Latrobe,Males,"2,245"
2020,December,Latrobe,Organisations,"1,627"
2020,December,Latrobe,People,"4,706"
2020,December,Loddon,Females,83
2020,December,Loddon,Males,116
2020,December,Loddon,Organisations,46
2020,December,Loddon,People,205
2020,December,Macedon Ranges,Females,428
2020,December,Macedon Ranges,Males,415
2020,December,Macedon Ranges,Organisations,260
2020,December,Macedon Ranges,People,865
2020,December,Manningham,Females,899
2020,December,Manningham,Males,"1,229"
2020,December,Manningham,Organisations,678
2020,December,Manningham,People,"2,151"
2020,December,Mansfield,Females,67
2020,December,Mansfield,Males,91
2020,December,Mansfield,Organisations,54
2020,December,Mansfield,People,160
2020,December,Maribyrnong,Females,"1,628"
2020,December,Maribyrnong,Males,"2,458"
2020,December,Maribyrnong,Organisations,"1,476"
2020,December,Maribyrnong,People,"4,147"
2020,December,Maroondah,Females,"1,303"
2020,December,Maroondah,Males,"1,429"
2020,December,Maroondah,Organisations,"1,208"
2020,December,Maroondah,People,"2,788"
2020,December,Melbourne,Females,"4,253"
2020,December,Melbourne,Males,"6,515"
2020,December,Melbourne,Organisations,"5,034"
2020,December,Melbourne,People,"11,063"
2020,December,Melton,Females,"2,429"
2020,December,Melton,Males,"2,412"
2020,December,Melton,Organisations,"2,282"
2020,December,Melton,People,"4,939"
2020,December,Merri-bek,Females,"2,850"
2020,December,Merri-bek,Males,"3,656"
2020,December,Merri-bek,Organisations,"1,773"
2020,December,Merri-bek,People,"6,601"
2020,December,Mildura,Females,"1,256"
2020,December,Mildura,Males,"1,129"
2020,December,Mildura,Organisations,574
2020,December,Mildura,People,"2,414"
2020,December,Mitchell,Females,840
2020,December,Mitchell,Males,770
2020,December,Mitchell,Organisations,416
2020,December,Mitchell,People,"1,646"
2020,December,Moira,Females,348
2020,December,Moira,Males,420
2020,December,Moira,Organisations,258
2020,December,Moira,People,788
2020,December,Monash,Females,"2,217"
2020,December,Monash,Males,"3,131"
2020,December,Monash,Organisations,"2,193"
2020,December,Monash,People,"5,426"
2020,December,Moonee Valley,Females,"1,561"
2020,December,Moonee Valley,Males,"1,943"
2020,December,Moonee Valley,Organisations,"1,217"
2020,December,Moonee Valley,People,"3,559"
2020,December,Moorabool,Females,402
2020,December,Moorabool,Males,476
2020,December,Moorabool,Organisations,322
2020,December,Moorabool,People,893
2020,December,Mornington Peninsula,Females,"1,900"
2020,December,Mornington Peninsula,Males,"2,085"
2020,December,Mornington Peninsula,Organisations,"1,116"
2020,December,Mornington Peninsula,People,"4,043"
2020,December,Mount Alexander,Females,154
2020,December,Mount Alexander,Males,189
2020,December,Mount Alexander,Organisations,137
2020,December,Mount Alexander,People,347
2020,December,Moyne,Females,146
2020,December,Moyne,Males,123
2020,December,Moyne,Organisations,71
2020,December,Moyne,People,273
2020,December,Murrindindi,Females,137
2020,December,Murrindindi,Males,195
2020,December,Murrindindi,Organisations,99
2020,December,Murrindindi,People,337
2020,December,Nillumbik,Females,378
2020,December,Nillumbik,Males,479
2020,December,Nillumbik,Organisations,324
2020,December,Nillumbik,People,875
2020,December,Northern Grampians,Females,174
2020,December,Northern Grampians,Males,215
2020,December,Northern Grampians,Organisations,88
2020,December,Northern Grampians,People,393
2020,December,Port Phillip,Females,"2,480"
2020,December,Port Phillip,Males,"3,438"
2020,December,Port Phillip,Organisations,"1,547"
2020,December,Port Phillip,People,"6,002"
2020,December,Pyrenees,Females,101
2020,December,Pyrenees,Males,134
2020,December,Pyrenees,Organisations,42
2020,December,Pyrenees,People,240
2020,December,Queenscliffe,Females,24
2020,December,Queenscliffe,Males,43
2020,December,Queenscliffe,Organisations,23
2020,December,Queenscliffe,People,67
2020,December,South Gippsland,Females,340
2020,December,South Gippsland,Males,312
2020,December,South Gippsland,Organisations,198
2020,December,South Gippsland,People,665
2020,December,Southern Grampians,Females,211
2020,December,Southern Grampians,Males,194
2020,December,Southern Grampians,Organisations,95
2020,December,Southern Grampians,People,410
2020,December,Stonnington,Females,"2,213"
2020,December,Stonnington,Males,"2,745"
2020,December,Stonnington,Organisations,"1,783"
2020,December,Stonnington,People,"5,040"
2020,December,Strathbogie,Females,125
2020,December,Strathbogie,Males,147
2020,December,Strathbogie,Organisations,64
2020,December,Strathbogie,People,280
2020,December,Surf Coast,Females,285
2020,December,Surf Coast,Males,415
2020,December,Surf Coast,Organisations,193
2020,December,Surf Coast,People,711
2020,December,Swan Hill,Females,442
2020,December,Swan Hill,Males,356
2020,December,Swan Hill,Organisations,216
2020,December,Swan Hill,People,810
2020,December,Towong,Females,54
2020,December,Towong,Males,53
2020,December,Towong,Organisations,20
2020,December,Towong,People,109
2020,December,Wangaratta,Females,396
2020,December,Wangaratta,Males,333
2020,December,Wangaratta,Organisations,224
2020,December,Wangaratta,People,761
2020,December,Warrnambool,Females,572
2020,December,Warrnambool,Males,513
2020,December,Warrnambool,Organisations,356
2020,December,Warrnambool,People,"1,102"
2020,December,Wellington,Females,901
2020,December,Wellington,Males,860
2020,December,Wellington,Organisations,431
2020,December,Wellington,People,"1,790"
2020,December,West Wimmera,Females,38
2020,December,West Wimmera,Males,34
2020,December,West Wimmera,Organisations,21
2020,December,West Wimmera,People,72
2020,December,Whitehorse,Females,"1,818"
2020,December,Whitehorse,Males,"2,394"
2020,December,Whitehorse,Organisations,"1,457"
2020,December,Whitehorse,People,"4,264"
2020,December,Whittlesea,Females,"2,742"
2020,December,Whittlesea,Males,"3,268"
2020,December,Whittlesea,Organisations,"2,460"
2020,December,Whittlesea,People,"6,112"
2020,December,Wodonga,Females,647
2020,December,Wodonga,Males,553
2020,December,Wodonga,Organisations,436
2020,December,Wodonga,People,"1,233"
2020,December,Wyndham,Females,"3,134"
2020,December,Wyndham,Males,"3,598"
2020,December,Wyndham,Organisations,"2,856"
2020,December,Wyndham,People,"6,846"
2020,December,Yarra,Females,"2,478"
2020,December,Yarra,Males,"3,486"
2020,December,Yarra,Organisations,"2,123"
2020,December,Yarra,People,"6,056"
2020,December,Yarra Ranges,Females,"1,446"
2020,December,Yarra Ranges,Males,"1,550"
2020,December,Yarra Ranges,Organisations,"1,250"
2020,December,Yarra Ranges,People,"3,047"
2020,December,Yarriambiack,Females,99
2020,December,Yarriambiack,Males,121
2020,December,Yarriambiack,Organisations,45
2020,December,Yarriambiack,People,221
2019,December,Alpine,Females,106
2019,December,Alpine,Males,122
2019,December,Alpine,Organisations,88
2019,December,Alpine,People,231
2019,December,Ararat,Females,222
2019,December,Ararat,Males,210
2019,December,Ararat,Organisations,124
2019,December,Ararat,People,439
2019,December,Ballarat,Females,"2,542"
2019,December,Ballarat,Males,"2,821"
2019,December,Ballarat,Organisations,"2,030"
2019,December,Ballarat,People,"5,440"
2019,December,Banyule,Females,"1,722"
2019,December,Banyule,Males,"2,053"
2019,December,Banyule,Organisations,"1,189"
2019,December,Banyule,People,"3,845"
2019,December,Bass Coast,Females,531
2019,December,Bass Coast,Males,553
2019,December,Bass Coast,Organisations,305
2019,December,Bass Coast,People,"1,094"
2019,December,Baw Baw,Females,953
2019,December,Baw Baw,Males,961
2019,December,Baw Baw,Organisations,784
2019,December,Baw Baw,People,"1,942"
2019,December,Bayside,Females,"1,323"
2019,December,Bayside,Males,"1,528"
2019,December,Bayside,Organisations,651
2019,December,Bayside,People,"2,869"
2019,December,Benalla,Females,234
2019,December,Benalla,Males,223
2019,December,Benalla,Organisations,208
2019,December,Benalla,People,470
2019,December,Boroondara,Females,"1,913"
2019,December,Boroondara,Males,"2,362"
2019,December,Boroondara,Organisations,"1,439"
2019,December,Boroondara,People,"4,304"
2019,December,Brimbank,Females,"3,516"
2019,December,Brimbank,Males,"4,556"
2019,December,Brimbank,Organisations,"3,745"
2019,December,Brimbank,People,"8,182"
2019,December,Buloke,Females,63
2019,December,Buloke,Males,74
2019,December,Buloke,Organisations,52
2019,December,Buloke,People,138
2019,December,Campaspe,Females,674
2019,December,Campaspe,Males,785
2019,December,Campaspe,Organisations,522
2019,December,Campaspe,People,"1,495"
2019,December,Cardinia,Females,"1,321"
2019,December,Cardinia,Males,"1,434"
2019,December,Cardinia,Organisations,"1,318"
2019,December,Cardinia,People,"2,816"
2019,December,Casey,Females,"4,537"
2019,December,Casey,Males,"5,508"
2019,December,Casey,Organisations,"3,350"
2019,December,Casey,People,"10,177"
2019,December,Central Goldfields,Females,258
2019,December,Central Goldfields,Males,217
2019,December,Central Goldfields,Organisations,128
2019,December,Central Goldfields,People,477
2019,December,Colac-Otway,Females,342
2019,December,Colac-Otway,Males,356
2019,December,Colac-Otway,Organisations,250
2019,December,Colac-Otway,People,705
2019,December,Corangamite,Females,159
2019,December,Corangamite,Males,132
2019,December,Corangamite,Organisations,81
2019,December,Corangamite,People,299
2019,December,Darebin,Females,"3,192"
2019,December,Darebin,Males,"4,055"
2019,December,Darebin,Organisations,"2,575"
2019,December,Darebin,People,"7,338"
2019,December,East Gippsland,Females,"1,034"
2019,December,East Gippsland,Males,919
2019,December,East Gippsland,Organisations,716
2019,December,East Gippsland,People,"1,978"
2019,December,Frankston,Females,"2,815"
2019,December,Frankston,Males,"2,877"
2019,December,Frankston,Organisations,"2,250"
2019,December,Frankston,People,"5,796"
2019,December,Gannawarra,Females,139
2019,December,Gannawarra,Males,142
2019,December,Gannawarra,Organisations,115
2019,December,Gannawarra,People,286
2019,December,Glen Eira,Females,"1,684"
2019,December,Glen Eira,Males,"2,257"
2019,December,Glen Eira,Organisations,"1,040"
2019,December,Glen Eira,People,"3,971"
2019,December,Glenelg,Females,274
2019,December,Glenelg,Males,241
2019,December,Glenelg,Organisations,175
2019,December,Glenelg,People,521
2019,December,Golden Plains,Females,138
2019,December,Golden Plains,Males,178
2019,December,Golden Plains,Organisations,97
2019,December,Golden Plains,People,324
2019,December,Greater Bendigo,Females,"2,030"
2019,December,Greater Bendigo,Males,"2,139"
2019,December,Greater Bendigo,Organisations,"1,932"
2019,December,Greater Bendigo,People,"4,229"
2019,December,Greater Dandenong,Females,"3,286"
2019,December,Greater Dandenong,Males,"4,601"
2019,December,Greater Dandenong,Organisations,"2,894"
2019,December,Greater Dandenong,People,"8,002"
2019,December,Greater Geelong,Females,"4,363"
2019,December,Greater Geelong,Males,"4,622"
2019,December,Greater Geelong,Organisations,"4,034"
2019,December,Greater Geelong,People,"9,131"
2019,December,Greater Shepparton,Females,"1,569"
2019,December,Greater Shepparton,Males,"1,618"
2019,December,Greater Shepparton,Organisations,"1,277"
2019,December,Greater Shepparton,People,"3,261"
2019,December,Hepburn,Females,219
2019,December,Hepburn,Males,244
2019,December,Hepburn,Organisations,136
2019,December,Hepburn,People,468
2019,December,Hindmarsh,Females,61
2019,December,Hindmarsh,Males,75
2019,December,Hindmarsh,Organisations,48
2019,December,Hindmarsh,People,136
2019,December,Hobsons Bay,Females,"1,206"
2019,December,Hobsons Bay,Males,"1,482"
2019,December,Hobsons Bay,Organisations,"1,229"
2019,December,Hobsons Bay,People,"2,723"
2019,December,Horsham,Females,328
2019,December,Horsham,Males,273
2019,December,Horsham,Organisations,192
2019,December,Horsham,People,609
2019,December,Hume,Females,"3,775"
2019,December,Hume,Males,"4,899"
2019,December,Hume,Organisations,"3,226"
2019,December,Hume,People,"8,810"
2019,December,Indigo,Females,122
2019,December,Indigo,Males,143
2019,December,Indigo,Organisations,100
2019,December,Indigo,People,269
2019,December,Kingston,Females,"2,111"
2019,December,Kingston,Males,"2,884"
2019,December,Kingston,Organisations,"2,096"
2019,December,Kingston,People,"5,074"
2019,December,Knox,Females,"2,227"
2019,December,Knox,Males,"2,797"
2019,December,Knox,Organisations,"1,964"
2019,December,Knox,People,"5,096"
2019,December,Latrobe,Females,"2,661"
2019,December,Latrobe,Males,"2,543"
2019,December,Latrobe,Organisations,"2,133"
2019,December,Latrobe,People,"5,304"
2019,December,Loddon,Females,91
2019,December,Loddon,Males,137
2019,December,Loddon,Organisations,61
2019,December,Loddon,People,232
2019,December,Macedon Ranges,Females,353
2019,December,Macedon Ranges,Males,504
2019,December,Macedon Ranges,Organisations,417
2019,December,Macedon Ranges,People,882
2019,December,Manningham,Females,"1,072"
2019,December,Manningham,Males,"1,432"
2019,December,Manningham,Organisations,804
2019,December,Manningham,People,"2,524"
2019,December,Mansfield,Females,80
2019,December,Mansfield,Males,95
2019,December,Mansfield,Organisations,43
2019,December,Mansfield,People,177
2019,December,Maribyrnong,Females,"1,726"
2019,December,Maribyrnong,Males,"2,498"
2019,December,Maribyrnong,Organisations,"1,557"
2019,December,Maribyrnong,People,"4,283"
2019,December,Maroondah,Females,"1,453"
2019,December,Maroondah,Males,"1,622"
2019,December,Maroondah,Organisations,"1,425"
2019,December,Maroondah,People,"3,114"
2019,December,Melbourne,Females,"5,540"
2019,December,Melbourne,Males,"8,044"
2019,December,Melbourne,Organisations,"6,011"
2019,December,Melbourne,People,"13,907"
2019,December,Melton,Females,"2,334"
2019,December,Melton,Males,"2,565"
2019,December,Melton,Organisations,"2,343"
2019,December,Melton,People,"4,996"
2019,December,Merri-bek,Females,"3,069"
2019,December,Merri-bek,Males,"3,854"
2019,December,Merri-bek,Organisations,"2,033"
2019,December,Merri-bek,People,"7,025"
2019,December,Mildura,Females,"1,622"
2019,December,Mildura,Males,"1,497"
2019,December,Mildura,Organisations,836
2019,December,Mildura,People,"3,152"
2019,December,Mitchell,Females,783
2019,December,Mitchell,Males,827
2019,December,Mitchell,Organisations,639
2019,December,Mitchell,People,"1,634"
2019,December,Moira,Females,438
2019,December,Moira,Males,575
2019,December,Moira,Organisations,412
2019,December,Moira,People,"1,026"
2019,December,Monash,Females,"2,338"
2019,December,Monash,Males,"3,300"
2019,December,Monash,Organisations,"2,043"
2019,December,Monash,People,"5,698"
2019,December,Moonee Valley,Females,"1,664"
2019,December,Moonee Valley,Males,"2,167"
2019,December,Moonee Valley,Organisations,"1,427"
2019,December,Moonee Valley,People,"3,861"
2019,December,Moorabool,Females,392
2019,December,Moorabool,Males,512
2019,December,Moorabool,Organisations,362
2019,December,Moorabool,People,918
2019,December,Mornington Peninsula,Females,"2,417"
2019,December,Mornington Peninsula,Males,"2,663"
2019,December,Mornington Peninsula,Organisations,"1,465"
2019,December,Mornington Peninsula,People,"5,150"
2019,December,Mount Alexander,Females,213
2019,December,Mount Alexander,Males,220
2019,December,Mount Alexander,Organisations,209
2019,December,Mount Alexander,People,439
2019,December,Moyne,Females,150
2019,December,Moyne,Males,159
2019,December,Moyne,Organisations,74
2019,December,Moyne,People,318
2019,December,Murrindindi,Females,164
2019,December,Murrindindi,Males,216
2019,December,Murrindindi,Organisations,92
2019,December,Murrindindi,People,383
2019,December,Nillumbik,Females,434
2019,December,Nillumbik,Males,504
2019,December,Nillumbik,Organisations,379
2019,December,Nillumbik,People,945
2019,December,Northern Grampians,Females,199
2019,December,Northern Grampians,Males,213
2019,December,Northern Grampians,Organisations,152
2019,December,Northern Grampians,People,419
2019,December,Port Phillip,Females,"2,612"
2019,December,Port Phillip,Males,"3,607"
2019,December,Port Phillip,Organisations,"1,698"
2019,December,Port Phillip,People,"6,309"
2019,December,Pyrenees,Females,93
2019,December,Pyrenees,Males,131
2019,December,Pyrenees,Organisations,49
2019,December,Pyrenees,People,227
2019,December,Queenscliffe,Females,32
2019,December,Queenscliffe,Males,36
2019,December,Queenscliffe,Organisations,27
2019,December,Queenscliffe,People,68
2019,December,South Gippsland,Females,315
2019,December,South Gippsland,Males,360
2019,December,South Gippsland,Organisations,248
2019,December,South Gippsland,People,683
2019,December,Southern Grampians,Females,214
2019,December,Southern Grampians,Males,241
2019,December,Southern Grampians,Organisations,158
2019,December,Southern Grampians,People,457
2019,December,Stonnington,Females,"2,479"
2019,December,Stonnington,Males,"3,171"
2019,December,Stonnington,Organisations,"2,135"
2019,December,Stonnington,People,"5,732"
2019,December,Strathbogie,Females,102
2019,December,Strathbogie,Males,147
2019,December,Strathbogie,Organisations,93
2019,December,Strathbogie,People,259
2019,December,Surf Coast,Females,294
2019,December,Surf Coast,Males,368
2019,December,Surf Coast,Organisations,170
2019,December,Surf Coast,People,668
2019,December,Swan Hill,Females,496
2019,December,Swan Hill,Males,428
2019,December,Swan Hill,Organisations,277
2019,December,Swan Hill,People,942
2019,December,Towong,Females,32
2019,December,Towong,Males,43
2019,December,Towong,Organisations,35
2019,December,Towong,People,80
2019,December,Wangaratta,Females,418
2019,December,Wangaratta,Males,428
2019,December,Wangaratta,Organisations,301
2019,December,Wangaratta,People,876
2019,December,Warrnambool,Females,686
2019,December,Warrnambool,Males,631
2019,December,Warrnambool,Organisations,479
2019,December,Warrnambool,People,"1,341"
2019,December,Wellington,Females,931
2019,December,Wellington,Males,874
2019,December,Wellington,Organisations,495
2019,December,Wellington,People,"1,834"
2019,December,West Wimmera,Females,29
2019,December,West Wimmera,Males,35
2019,December,West Wimmera,Organisations,20
2019,December,West Wimmera,People,66
2019,December,Whitehorse,Females,"2,079"
2019,December,Whitehorse,Males,"2,646"
2019,December,Whitehorse,Organisations,"1,686"
2019,December,Whitehorse,People,"4,774"
2019,December,Whittlesea,Females,"3,004"
2019,December,Whittlesea,Males,"3,714"
2019,December,Whittlesea,Organisations,"3,034"
2019,December,Whittlesea,People,"6,818"
2019,December,Wodonga,Females,758
2019,December,Wodonga,Males,738
2019,December,Wodonga,Organisations,520
2019,December,Wodonga,People,"1,518"
2019,December,Wyndham,Females,"3,070"
2019,December,Wyndham,Males,"3,628"
2019,December,Wyndham,Organisations,"3,960"
2019,December,Wyndham,People,"6,792"
2019,December,Yarra,Females,"2,965"
2019,December,Yarra,Males,"3,863"
2019,December,Yarra,Organisations,"2,229"
2019,December,Yarra,People,"6,907"
2019,December,Yarra Ranges,Females,"1,628"
2019,December,Yarra Ranges,Males,"1,873"
2019,December,Yarra Ranges,Organisations,"1,464"
2019,December,Yarra Ranges,People,"3,541"
2019,December,Yarriambiack,Females,111
2019,December,Yarriambiack,Males,104
2019,December,Yarriambiack,Organisations,40
2019,December,Yarriambiack,People,218
2018,December,Alpine,Females,89
2018,December,Alpine,Males,116
2018,December,Alpine,Organisations,57
2018,December,Alpine,People,211
2018,December,Ararat,Females,214
2018,December,Ararat,Males,235
2018,December,Ararat,Organisations,103
2018,December,Ararat,People,456
2018,December,Ballarat,Females,"2,294"
2018,December,Ballarat,Males,"2,257"
2018,December,Ballarat,Organisations,"1,937"
2018,December,Ballarat,People,"4,611"
2018,December,Banyule,Females,"1,759"
2018,December,Banyule,Males,"2,185"
2018,December,Banyule,Organisations,"1,095"
2018,December,Banyule,People,"4,005"
2018,December,Bass Coast,Females,472
2018,December,Bass Coast,Males,536
2018,December,Bass Coast,Organisations,290
2018,December,Bass Coast,People,"1,033"
2018,December,Baw Baw,Females,845
2018,December,Baw Baw,Males,911
2018,December,Baw Baw,Organisations,587
2018,December,Baw Baw,People,"1,791"
2018,December,Bayside,Females,"1,107"
2018,December,Bayside,Males,"1,418"
2018,December,Bayside,Organisations,568
2018,December,Bayside,People,"2,540"
2018,December,Benalla,Females,250
2018,December,Benalla,Males,216
2018,December,Benalla,Organisations,174
2018,December,Benalla,People,474
2018,December,Boroondara,Females,"1,751"
2018,December,Boroondara,Males,"2,188"
2018,December,Boroondara,Organisations,"1,087"
2018,December,Boroondara,People,"3,969"
2018,December,Brimbank,Females,"3,581"
2018,December,Brimbank,Males,"4,604"
2018,December,Brimbank,Organisations,"3,009"
2018,December,Brimbank,People,"8,308"
2018,December,Buloke,Females,43
2018,December,Buloke,Males,58
2018,December,Buloke,Organisations,41
2018,December,Buloke,People,103
2018,December,Campaspe,Females,677
2018,December,Campaspe,Males,850
2018,December,Campaspe,Organisations,568
2018,December,Campaspe,People,"1,554"
2018,December,Cardinia,Females,"1,170"
2018,December,Cardinia,Males,"1,329"
2018,December,Cardinia,Organisations,996
2018,December,Cardinia,People,"2,540"
2018,December,Casey,Females,"4,403"
2018,December,Casey,Males,"5,307"
2018,December,Casey,Organisations,"3,053"
2018,December,Casey,People,"9,870"
2018,December,Central Goldfields,Females,265
2018,December,Central Goldfields,Males,208
2018,December,Central Goldfields,Organisations,128
2018,December,Central Goldfields,People,483
2018,December,Colac-Otway,Females,327
2018,December,Colac-Otway,Males,361
2018,December,Colac-Otway,Organisations,218
2018,December,Colac-Otway,People,708
2018,December,Corangamite,Females,128
2018,December,Corangamite,Males,146
2018,December,Corangamite,Organisations,100
2018,December,Corangamite,People,282
2018,December,Darebin,Females,"3,194"
2018,December,Darebin,Males,"4,035"
2018,December,Darebin,Organisations,"2,710"
2018,December,Darebin,People,"7,351"
2018,December,East Gippsland,Females,907
2018,December,East Gippsland,Males,787
2018,December,East Gippsland,Organisations,506
2018,December,East Gippsland,People,"1,718"
2018,December,Frankston,Females,"2,683"
2018,December,Frankston,Males,"3,010"
2018,December,Frankston,Organisations,"2,167"
2018,December,Frankston,People,"5,834"
2018,December,Gannawarra,Females,137
2018,December,Gannawarra,Males,151
2018,December,Gannawarra,Organisations,71
2018,December,Gannawarra,People,294
2018,December,Glen Eira,Females,"1,387"
2018,December,Glen Eira,Males,"1,966"
2018,December,Glen Eira,Organisations,865
2018,December,Glen Eira,People,"3,381"
2018,December,Glenelg,Females,253
2018,December,Glenelg,Males,276
2018,December,Glenelg,Organisations,166
2018,December,Glenelg,People,540
2018,December,Golden Plains,Females,128
2018,December,Golden Plains,Males,184
2018,December,Golden Plains,Organisations,102
2018,December,Golden Plains,People,319
2018,December,Greater Bendigo,Females,"1,757"
2018,December,Greater Bendigo,Males,"1,862"
2018,December,Greater Bendigo,Organisations,"1,819"
2018,December,Greater Bendigo,People,"3,682"
2018,December,Greater Dandenong,Females,"3,162"
2018,December,Greater Dandenong,Males,"4,409"
2018,December,Greater Dandenong,Organisations,"2,678"
2018,December,Greater Dandenong,People,"7,704"
2018,December,Greater Geelong,Females,"4,153"
2018,December,Greater Geelong,Males,"4,487"
2018,December,Greater Geelong,Organisations,"4,085"
2018,December,Greater Geelong,People,"8,781"
2018,December,Greater Shepparton,Females,"1,484"
2018,December,Greater Shepparton,Males,"1,524"
2018,December,Greater Shepparton,Organisations,"1,388"
2018,December,Greater Shepparton,People,"3,067"
2018,December,Hepburn,Females,157
2018,December,Hepburn,Males,236
2018,December,Hepburn,Organisations,125
2018,December,Hepburn,People,398
2018,December,Hindmarsh,Females,74
2018,December,Hindmarsh,Males,68
2018,December,Hindmarsh,Organisations,32
2018,December,Hindmarsh,People,144
2018,December,Hobsons Bay,Females,"1,141"
2018,December,Hobsons Bay,Males,"1,435"
2018,December,Hobsons Bay,Organisations,"1,164"
2018,December,Hobsons Bay,People,"2,601"
2018,December,Horsham,Females,435
2018,December,Horsham,Males,401
2018,December,Horsham,Organisations,239
2018,December,Horsham,People,847
2018,December,Hume,Females,"3,632"
2018,December,Hume,Males,"4,725"
2018,December,Hume,Organisations,"3,539"
2018,December,Hume,People,"8,517"
2018,December,Indigo,Females,92
2018,December,Indigo,Males,92
2018,December,Indigo,Organisations,69
2018,December,Indigo,People,189
2018,December,Kingston,Females,"1,988"
2018,December,Kingston,Males,"2,764"
2018,December,Kingston,Organisations,"2,051"
2018,December,Kingston,People,"4,817"
2018,December,Knox,Females,"1,909"
2018,December,Knox,Males,"2,415"
2018,December,Knox,Organisations,"1,771"
2018,December,Knox,People,"4,395"
2018,December,Latrobe,Females,"2,672"
2018,December,Latrobe,Males,"2,422"
2018,December,Latrobe,Organisations,"2,073"
2018,December,Latrobe,People,"5,212"
2018,December,Loddon,Females,85
2018,December,Loddon,Males,138
2018,December,Loddon,Organisations,77
2018,December,Loddon,People,228
2018,December,Macedon Ranges,Females,381
2018,December,Macedon Ranges,Males,499
2018,December,Macedon Ranges,Organisations,342
2018,December,Macedon Ranges,People,898
2018,December,Manningham,Females,957
2018,December,Manningham,Males,"1,251"
2018,December,Manningham,Organisations,704
2018,December,Manningham,People,"2,231"
2018,December,Mansfield,Females,75
2018,December,Mansfield,Males,94
2018,December,Mansfield,Organisations,35
2018,December,Mansfield,People,171
2018,December,Maribyrnong,Females,"1,700"
2018,December,Maribyrnong,Males,"2,549"
2018,December,Maribyrnong,Organisations,"1,522"
2018,December,Maribyrnong,People,"4,308"
2018,December,Maroondah,Females,"1,254"
2018,December,Maroondah,Males,"1,515"
2018,December,Maroondah,Organisations,"1,405"
2018,December,Maroondah,People,"2,828"
2018,December,Melbourne,Females,"5,192"
2018,December,Melbourne,Males,"7,394"
2018,December,Melbourne,Organisations,"6,233"
2018,December,Melbourne,People,"12,930"
2018,December,Melton,Females,"2,171"
2018,December,Melton,Males,"2,517"
2018,December,Melton,Organisations,"1,662"
2018,December,Melton,People,"4,783"
2018,December,Merri-bek,Females,"3,234"
2018,December,Merri-bek,Males,"4,394"
2018,December,Merri-bek,Organisations,"2,151"
2018,December,Merri-bek,People,"7,743"
2018,December,Mildura,Females,"1,465"
2018,December,Mildura,Males,"1,378"
2018,December,Mildura,Organisations,941
2018,December,Mildura,People,"2,893"
2018,December,Mitchell,Females,725
2018,December,Mitchell,Males,790
2018,December,Mitchell,Organisations,505
2018,December,Mitchell,People,"1,548"
2018,December,Moira,Females,375
2018,December,Moira,Males,460
2018,December,Moira,Organisations,328
2018,December,Moira,People,853
2018,December,Monash,Females,"2,154"
2018,December,Monash,Males,"3,065"
2018,December,Monash,Organisations,"1,823"
2018,December,Monash,People,"5,280"
2018,December,Moonee Valley,Females,"1,686"
2018,December,Moonee Valley,Males,"2,195"
2018,December,Moonee Valley,Organisations,"1,578"
2018,December,Moonee Valley,People,"3,945"
2018,December,Moorabool,Females,429
2018,December,Moorabool,Males,512
2018,December,Moorabool,Organisations,433
2018,December,Moorabool,People,959
2018,December,Mornington Peninsula,Females,"2,085"
2018,December,Mornington Peninsula,Males,"2,337"
2018,December,Mornington Peninsula,Organisations,"1,450"
2018,December,Mornington Peninsula,People,"4,501"
2018,December,Mount Alexander,Females,141
2018,December,Mount Alexander,Males,166
2018,December,Mount Alexander,Organisations,138
2018,December,Mount Alexander,People,311
2018,December,Moyne,Females,135
2018,December,Moyne,Males,165
2018,December,Moyne,Organisations,48
2018,December,Moyne,People,304
2018,December,Murrindindi,Females,130
2018,December,Murrindindi,Males,186
2018,December,Murrindindi,Organisations,100
2018,December,Murrindindi,People,322
2018,December,Nillumbik,Females,404
2018,December,Nillumbik,Males,614
2018,December,Nillumbik,Organisations,332
2018,December,Nillumbik,People,"1,029"
2018,December,Northern Grampians,Females,209
2018,December,Northern Grampians,Males,188
2018,December,Northern Grampians,Organisations,95
2018,December,Northern Grampians,People,398
2018,December,Port Phillip,Females,"2,658"
2018,December,Port Phillip,Males,"3,681"
2018,December,Port Phillip,Organisations,"1,598"
2018,December,Port Phillip,People,"6,440"
2018,December,Pyrenees,Females,90
2018,December,Pyrenees,Males,142
2018,December,Pyrenees,Organisations,70
2018,December,Pyrenees,People,237
2018,December,Queenscliffe,Females,34
