Year,Year ending,Local Government Area,Sex,Victim Reports
2015,December,Cardinia,Females,"1,295"
2015,December,Cardinia,Males,"1,369"
2015,December,Cardinia,Organisations,979
2015,December,Cardinia,People,"2,731"
2015,December,Casey,Females,"4,043"
2015,December,Casey,Males,"4,909"
2015,December,Casey,Organisations,"3,719"
2015,December,Casey,People,"9,194"
2015,December,Central Goldfields,Females,189
2015,December,Central Goldfields,Males,245
2015,December,Central Goldfields,Organisations,166
2015,December,Central Goldfields,People,447
2015,December,Colac-Otway,Females,299
2015,December,Colac-Otway,Males,401
2015,December,Colac-Otway,Organisations,192
2015,December,Colac-Otway,People,718
2015,December,Corangamite,Females,138
2015,December,Corangamite,Males,163
2015,December,Corangamite,Organisations,100
2015,December,Corangamite,People,310
2015,December,Darebin,Females,"3,102"
2015,December,Darebin,Males,"4,038"
2015,December,Darebin,Organisations,"2,834"
2015,December,Darebin,People,"7,302"
2015,December,East Gippsland,Females,853
2015,December,East Gippsland,Males,988
2015,December,East Gippsland,Organisations,492
2015,December,East Gippsland,People,"1,883"
2015,December,Frankston,Females,"2,568"
2015,December,Frankston,Males,"2,923"
2015,December,Frankston,Organisations,"2,393"
2015,December,Frankston,People,"5,684"
2015,December,Gannawarra,Females,87
2015,December,Gannawarra,Males,140
2015,December,Gannawarra,Organisations,67
2015,December,Gannawarra,People,235
2015,December,Glen Eira,Females,"1,443"
2015,December,Glen Eira,Males,"2,009"
2015,December,Glen Eira,Organisations,881
2015,December,Glen Eira,People,"3,534"
2015,December,Glenelg,Females,328
2015,December,Glenelg,Males,354
2015,December,Glenelg,Organisations,190
2015,December,Glenelg,People,695
2015,December,Golden Plains,Females,134
2015,December,Golden Plains,Males,233
2015,December,Golden Plains,Organisations,104
2015,December,Golden Plains,People,380
2015,December,Greater Bendigo,Females,"1,642"
2015,December,Greater Bendigo,Males,"1,738"
2015,December,Greater Bendigo,Organisations,"1,336"
2015,December,Greater Bendigo,People,"3,465"
2015,December,Greater Dandenong,Females,"2,729"
2015,December,Greater Dandenong,Males,"4,016"
2015,December,Greater Dandenong,Organisations,"2,990"
2015,December,Greater Dandenong,People,"6,963"
2015,December,Greater Geelong,Females,"4,213"
2015,December,Greater Geelong,Males,"4,962"
2015,December,Greater Geelong,Organisations,"3,539"
2015,December,Greater Geelong,People,"9,374"
2015,December,Greater Shepparton,Females,"1,439"
2015,December,Greater Shepparton,Males,"1,524"
2015,December,Greater Shepparton,Organisations,"1,150"
2015,December,Greater Shepparton,People,"3,021"
2015,December,Hepburn,Females,172
2015,December,Hepburn,Males,200
2015,December,Hepburn,Organisations,148
2015,December,Hepburn,People,380
2015,December,Hindmarsh,Females,53
2015,December,Hindmarsh,Males,42
2015,December,Hindmarsh,Organisations,29
2015,December,Hindmarsh,People,96
2015,December,Hobsons Bay,Females,"1,354"
2015,December,Hobsons Bay,Males,"1,854"
2015,December,Hobsons Bay,Organisations,"1,217"
2015,December,Hobsons Bay,People,"3,285"
2015,December,Horsham,Females,532
2015,December,Horsham,Males,494
2015,December,Horsham,Organisations,411
2015,December,Horsham,People,"1,048"
2015,December,Hume,Females,"3,691"
2015,December,Hume,Males,"4,945"
2015,December,Hume,Organisations,"3,261"
2015,December,Hume,People,"8,932"
2015,December,Indigo,Females,92
2015,December,Indigo,Males,130
2015,December,Indigo,Organisations,99
2015,December,Indigo,People,227
2015,December,Kingston,Females,"1,904"
2015,December,Kingston,Males,"2,392"
2015,December,Kingston,Organisations,"1,997"
2015,December,Kingston,People,"4,431"
2015,December,Knox,Females,"1,777"
2015,December,Knox,Males,"2,268"
2015,December,Knox,Organisations,"1,931"
2015,December,Knox,People,"4,148"
2015,December,Latrobe,Females,"2,447"
2015,December,Latrobe,Males,"2,292"
2015,December,Latrobe,Organisations,"1,616"
2015,December,Latrobe,People,"4,915"
2015,December,Loddon,Females,82
2015,December,Loddon,Males,118
2015,December,Loddon,Organisations,43
2015,December,Loddon,People,204
2015,December,Macedon Ranges,Females,337
2015,December,Macedon Ranges,Males,470
2015,December,Macedon Ranges,Organisations,334
2015,December,Macedon Ranges,People,842
2015,December,Manningham,Females,896
2015,December,Manningham,Males,"1,158"
2015,December,Manningham,Organisations,879
2015,December,Manningham,People,"2,083"
2015,December,Mansfield,Females,73
2015,December,Mansfield,Males,94
2015,December,Mansfield,Organisations,78
2015,December,Mansfield,People,167
2015,December,Maribyrnong,Females,"1,706"
2015,December,Maribyrnong,Males,"2,325"
2015,December,Maribyrnong,Organisations,"1,734"
2015,December,Maribyrnong,People,"4,147"
2015,December,Maroondah,Females,"1,306"
2015,December,Maroondah,Males,"1,652"
2015,December,Maroondah,Organisations,"1,282"
2015,December,Maroondah,People,"3,034"
2015,December,Melbourne,Females,"4,898"
2015,December,Melbourne,Males,"6,622"
2015,December,Melbourne,Organisations,"5,960"
2015,December,Melbourne,People,"11,949"
2015,December,Melton,Females,"2,323"
2015,December,Melton,Males,"2,762"
2015,December,Melton,Organisations,"1,979"
2015,December,Melton,People,"5,246"
2015,December,Merri-bek,Females,"3,233"
2015,December,Merri-bek,Males,"4,472"
2015,December,Merri-bek,Organisations,"2,138"
2015,December,Merri-bek,People,"7,855"
2015,December,Mildura,Females,"1,342"
2015,December,Mildura,Males,"1,387"
2015,December,Mildura,Organisations,679
2015,December,Mildura,People,"2,801"
2015,December,Mitchell,Females,693
2015,December,Mitchell,Males,791
2015,December,Mitchell,Organisations,539
2015,December,Mitchell,People,"1,529"
2015,December,Moira,Females,278
2015,December,Moira,Males,347
2015,December,Moira,Organisations,172
2015,December,Moira,People,648
2015,December,Monash,Females,"1,971"
2015,December,Monash,Males,"2,782"
2015,December,Monash,Organisations,"1,795"
2015,December,Monash,People,"4,852"
2015,December,Moonee Valley,Females,"1,963"
2015,December,Moonee Valley,Males,"2,549"
2015,December,Moonee Valley,Organisations,"1,504"
2015,December,Moonee Valley,People,"4,593"
2015,December,Moorabool,Females,393
2015,December,Moorabool,Males,555
2015,December,Moorabool,Organisations,334
2015,December,Moorabool,People,972
2015,December,Mornington Peninsula,Females,"2,060"
2015,December,Mornington Peninsula,Males,"2,633"
2015,December,Mornington Peninsula,Organisations,"1,414"
2015,December,Mornington Peninsula,People,"4,794"
2015,December,Mount Alexander,Females,149
2015,December,Mount Alexander,Males,219
2015,December,Mount Alexander,Organisations,110
2015,December,Mount Alexander,People,382
2015,December,Moyne,Females,109
2015,December,Moyne,Males,143
2015,December,Moyne,Organisations,50
2015,December,Moyne,People,259
2015,December,Murrindindi,Females,106
2015,December,Murrindindi,Males,196
2015,December,Murrindindi,Organisations,104
2015,December,Murrindindi,People,305
2015,December,Nillumbik,Females,479
2015,December,Nillumbik,Males,639
2015,December,Nillumbik,Organisations,545
2015,December,Nillumbik,People,"1,133"
2015,December,Northern Grampians,Females,192
2015,December,Northern Grampians,Males,242
2015,December,Northern Grampians,Organisations,108
2015,December,Northern Grampians,People,439
2015,December,Port Phillip,Females,"2,563"
2015,December,Port Phillip,Males,"3,772"
2015,December,Port Phillip,Organisations,"1,624"
2015,December,Port Phillip,People,"6,481"
2015,December,Pyrenees,Females,81
2015,December,Pyrenees,Males,146
2015,December,Pyrenees,Organisations,66
2015,December,Pyrenees,People,229
2015,December,Queenscliffe,Females,36
2015,December,Queenscliffe,Males,70
2015,December,Queenscliffe,Organisations,34
2015,December,Queenscliffe,People,106
2015,December,South Gippsland,Females,218
2015,December,South Gippsland,Males,286
2015,December,South Gippsland,Organisations,166
2015,December,South Gippsland,People,517
2015,December,Southern Grampians,Females,217
2015,December,Southern Grampians,Males,265
2015,December,Southern Grampians,Organisations,117
2015,December,Southern Grampians,People,496
2015,December,Stonnington,Females,"2,112"
2015,December,Stonnington,Males,"2,617"
2015,December,Stonnington,Organisations,"1,869"
2015,December,Stonnington,People,"4,836"
2015,December,Strathbogie,Females,98
2015,December,Strathbogie,Males,86
2015,December,Strathbogie,Organisations,104
2015,December,Strathbogie,People,197
2015,December,Surf Coast,Females,291
2015,December,Surf Coast,Males,470
2015,December,Surf Coast,Organisations,219
2015,December,Surf Coast,People,777
2015,December,Swan Hill,Females,324
2015,December,Swan Hill,Males,428
2015,December,Swan Hill,Organisations,234
2015,December,Swan Hill,People,782
2015,December,Towong,Females,33
2015,December,Towong,Males,53
2015,December,Towong,Organisations,49
2015,December,Towong,People,88
2015,December,Wangaratta,Females,350
2015,December,Wangaratta,Males,364
2015,December,Wangaratta,Organisations,323
2015,December,Wangaratta,People,740
2015,December,Warrnambool,Females,545
2015,December,Warrnambool,Males,524
2015,December,Warrnambool,Organisations,375
2015,December,Warrnambool,People,"1,104"
2015,December,Wellington,Females,807
2015,December,Wellington,Males,944
2015,December,Wellington,Organisations,583
2015,December,Wellington,People,"1,777"
2015,December,West Wimmera,Females,24
2015,December,West Wimmera,Males,35
2015,December,West Wimmera,Organisations,16
2015,December,West Wimmera,People,60
2015,December,Whitehorse,Females,"1,567"
2015,December,Whitehorse,Males,"1,964"
2015,December,Whitehorse,Organisations,"1,483"
2015,December,Whitehorse,People,"3,609"
2015,December,Whittlesea,Females,"2,748"
2015,December,Whittlesea,Males,"3,458"
2015,December,Whittlesea,Organisations,"2,560"
2015,December,Whittlesea,People,"6,341"
2015,December,Wodonga,Females,805
2015,December,Wodonga,Males,674
2015,December,Wodonga,Organisations,476
2015,December,Wodonga,People,"1,526"
2015,December,Wyndham,Females,"2,799"
2015,December,Wyndham,Males,"3,780"
2015,December,Wyndham,Organisations,"2,792"
2015,December,Wyndham,People,"6,757"
2015,December,Yarra,Females,"2,578"
2015,December,Yarra,Males,"3,403"
2015,December,Yarra,Organisations,"2,050"
2015,December,Yarra,People,"6,124"
2015,December,Yarra Ranges,Females,"1,417"
2015,December,Yarra Ranges,Males,"1,568"
2015,December,Yarra Ranges,Organisations,"1,292"
2015,December,Yarra Ranges,People,"3,059"
2015,December,Yarriambiack,Females,73
2015,December,Yarriambiack,Males,114
2015,December,Yarriambiack,Organisations,64
2015,December,Yarriambiack,People,190
2014,December,Alpine,Females,45
2014,December,Alpine,Males,87
2014,December,Alpine,Organisations,47
2014,December,Alpine,People,133
2014,December,Ararat,Females,182
2014,December,Ararat,Males,233
2014,December,Ararat,Organisations,88
2014,December,Ararat,People,427
2014,December,Ballarat,Females,"2,190"
2014,December,Ballarat,Males,"2,334"
2014,December,Ballarat,Organisations,"1,462"
2014,December,Ballarat,People,"4,612"
2014,December,Banyule,Females,"1,775"
2014,December,Banyule,Males,"2,065"
2014,December,Banyule,Organisations,"1,212"
2014,December,Banyule,People,"3,913"
2014,December,Bass Coast,Females,604
2014,December,Bass Coast,Males,645
2014,December,Bass Coast,Organisations,310
2014,December,Bass Coast,People,"1,271"
2014,December,Baw Baw,Females,568
2014,December,Baw Baw,Males,646
2014,December,Baw Baw,Organisations,398
2014,December,Baw Baw,People,"1,261"
2014,December,Bayside,Females,929
2014,December,Bayside,Males,"1,191"
2014,December,Bayside,Organisations,581
2014,December,Bayside,People,"2,153"
2014,December,Benalla,Females,215
2014,December,Benalla,Males,224
2014,December,Benalla,Organisations,169
2014,December,Benalla,People,462
2014,December,Boroondara,Females,"1,687"
2014,December,Boroondara,Males,"2,182"
2014,December,Boroondara,Organisations,"1,184"
2014,December,Boroondara,People,"3,930"
2014,December,Brimbank,Females,"3,590"
2014,December,Brimbank,Males,"4,584"
2014,December,Brimbank,Organisations,"2,566"
2014,December,Brimbank,People,"8,367"
2014,December,Buloke,Females,41
2014,December,Buloke,Males,65
2014,December,Buloke,Organisations,43
2014,December,Buloke,People,110
2014,December,Campaspe,Females,560
2014,December,Campaspe,Males,752
2014,December,Campaspe,Organisations,499
2014,December,Campaspe,People,"1,334"
2014,December,Cardinia,Females,"1,065"
2014,December,Cardinia,Males,"1,203"
2014,December,Cardinia,Organisations,806
2014,December,Cardinia,People,"2,329"
2014,December,Casey,Females,"3,758"
2014,December,Casey,Males,"4,522"
2014,December,Casey,Organisations,"2,848"
2014,December,Casey,People,"8,498"
2014,December,Central Goldfields,Females,191
2014,December,Central Goldfields,Males,256
2014,December,Central Goldfields,Organisations,137
2014,December,Central Goldfields,People,466
2014,December,Colac-Otway,Females,324
2014,December,Colac-Otway,Males,392
2014,December,Colac-Otway,Organisations,164
2014,December,Colac-Otway,People,729
2014,December,Corangamite,Females,123
2014,December,Corangamite,Males,167
2014,December,Corangamite,Organisations,84
2014,December,Corangamite,People,311
2014,December,Darebin,Females,"3,274"
2014,December,Darebin,Males,"3,949"
2014,December,Darebin,Organisations,"2,510"
2014,December,Darebin,People,"7,370"
2014,December,East Gippsland,Females,788
2014,December,East Gippsland,Males,850
2014,December,East Gippsland,Organisations,518
2014,December,East Gippsland,People,"1,677"
2014,December,Frankston,Females,"2,318"
2014,December,Frankston,Males,"2,779"
2014,December,Frankston,Organisations,"2,312"
2014,December,Frankston,People,"5,293"
2014,December,Gannawarra,Females,103
2014,December,Gannawarra,Males,122
2014,December,Gannawarra,Organisations,72
2014,December,Gannawarra,People,229
2014,December,Glen Eira,Females,"1,312"
2014,December,Glen Eira,Males,"1,676"
2014,December,Glen Eira,Organisations,686
2014,December,Glen Eira,People,"3,038"
2014,December,Glenelg,Females,369
2014,December,Glenelg,Males,419
2014,December,Glenelg,Organisations,239
2014,December,Glenelg,People,806
2014,December,Golden Plains,Females,112
2014,December,Golden Plains,Males,210
2014,December,Golden Plains,Organisations,109
2014,December,Golden Plains,People,329
2014,December,Greater Bendigo,Females,"1,540"
2014,December,Greater Bendigo,Males,"1,610"
2014,December,Greater Bendigo,Organisations,"1,212"
2014,December,Greater Bendigo,People,"3,238"
2014,December,Greater Dandenong,Females,"2,527"
2014,December,Greater Dandenong,Males,"3,664"
2014,December,Greater Dandenong,Organisations,"2,553"
2014,December,Greater Dandenong,People,"6,376"
2014,December,Greater Geelong,Females,"3,970"
2014,December,Greater Geelong,Males,"4,896"
2014,December,Greater Geelong,Organisations,"3,476"
2014,December,Greater Geelong,People,"9,097"
2014,December,Greater Shepparton,Females,"1,434"
2014,December,Greater Shepparton,Males,"1,572"
2014,December,Greater Shepparton,Organisations,"1,317"
2014,December,Greater Shepparton,People,"3,082"
2014,December,Hepburn,Females,138
2014,December,Hepburn,Males,208
2014,December,Hepburn,Organisations,84
2014,December,Hepburn,People,351
2014,December,Hindmarsh,Females,39
2014,December,Hindmarsh,Males,44
2014,December,Hindmarsh,Organisations,23
2014,December,Hindmarsh,People,85
2014,December,Hobsons Bay,Females,"1,441"
2014,December,Hobsons Bay,Males,"1,884"
2014,December,Hobsons Bay,Organisations,"1,396"
2014,December,Hobsons Bay,People,"3,392"
2014,December,Horsham,Females,452
2014,December,Horsham,Males,364
2014,December,Horsham,Organisations,279
2014,December,Horsham,People,839
2014,December,Hume,Females,"3,498"
2014,December,Hume,Males,"4,420"
2014,December,Hume,Organisations,"2,842"
2014,December,Hume,People,"8,126"
2014,December,Indigo,Females,92
2014,December,Indigo,Males,86
2014,December,Indigo,Organisations,70
2014,December,Indigo,People,182
2014,December,Kingston,Females,"1,656"
2014,December,Kingston,Males,"2,234"
2014,December,Kingston,Organisations,"1,779"
2014,December,Kingston,People,"3,961"
2014,December,Knox,Females,"1,858"
2014,December,Knox,Males,"2,283"
2014,December,Knox,Organisations,"1,785"
2014,December,Knox,People,"4,249"
2014,December,Latrobe,Females,"2,245"
2014,December,Latrobe,Males,"2,262"
2014,December,Latrobe,Organisations,"1,216"
2014,December,Latrobe,People,"4,661"
2014,December,Loddon,Females,59
2014,December,Loddon,Males,89
2014,December,Loddon,Organisations,59
2014,December,Loddon,People,151
2014,December,Macedon Ranges,Females,347
2014,December,Macedon Ranges,Males,461
2014,December,Macedon Ranges,Organisations,301
2014,December,Macedon Ranges,People,828
2014,December,Manningham,Females,925
2014,December,Manningham,Males,"1,083"
2014,December,Manningham,Organisations,782
2014,December,Manningham,People,"2,030"
2014,December,Mansfield,Females,82
2014,December,Mansfield,Males,126
2014,December,Mansfield,Organisations,82
2014,December,Mansfield,People,217
2014,December,Maribyrnong,Females,"1,622"
2014,December,Maribyrnong,Males,"2,165"
2014,December,Maribyrnong,Organisations,"1,609"
2014,December,Maribyrnong,People,"3,875"
2014,December,Maroondah,Females,"1,324"
2014,December,Maroondah,Males,"1,722"
2014,December,Maroondah,Organisations,"1,404"
2014,December,Maroondah,People,"3,113"
2014,December,Melbourne,Females,"4,344"
2014,December,Melbourne,Males,"5,805"
2014,December,Melbourne,Organisations,"5,444"
2014,December,Melbourne,People,"10,513"
2014,December,Melton,Females,"2,234"
2014,December,Melton,Males,"2,538"
2014,December,Melton,Organisations,"1,649"
2014,December,Melton,People,"4,903"
2014,December,Merri-bek,Females,"3,182"
2014,December,Merri-bek,Males,"4,164"
2014,December,Merri-bek,Organisations,"1,773"
2014,December,Merri-bek,People,"7,464"
2014,December,Mildura,Females,"1,260"
2014,December,Mildura,Males,"1,388"
2014,December,Mildura,Organisations,731
2014,December,Mildura,People,"2,719"
2014,December,Mitchell,Females,594
2014,December,Mitchell,Males,662
2014,December,Mitchell,Organisations,406
2014,December,Mitchell,People,"1,289"
2014,December,Moira,Females,264
2014,December,Moira,Males,308
2014,December,Moira,Organisations,171
2014,December,Moira,People,590
2014,December,Monash,Females,"1,825"
2014,December,Monash,Males,"2,694"
2014,December,Monash,Organisations,"1,491"
2014,December,Monash,People,"4,602"
2014,December,Moonee Valley,Females,"1,734"
2014,December,Moonee Valley,Males,"2,398"
2014,December,Moonee Valley,Organisations,"1,462"
2014,December,Moonee Valley,People,"4,214"
2014,December,Moorabool,Females,342
2014,December,Moorabool,Males,487
2014,December,Moorabool,Organisations,341
2014,December,Moorabool,People,848
2014,December,Mornington Peninsula,Females,"2,034"
2014,December,Mornington Peninsula,Males,"2,450"
2014,December,Mornington Peninsula,Organisations,"1,440"
2014,December,Mornington Peninsula,People,"4,607"
2014,December,Mount Alexander,Females,169
2014,December,Mount Alexander,Males,198
2014,December,Mount Alexander,Organisations,118
2014,December,Mount Alexander,People,377
2014,December,Moyne,Females,148
2014,December,Moyne,Males,175
2014,December,Moyne,Organisations,75
2014,December,Moyne,People,342
2014,December,Murrindindi,Females,100
2014,December,Murrindindi,Males,197
2014,December,Murrindindi,Organisations,77
2014,December,Murrindindi,People,301
2014,December,Nillumbik,Females,402
2014,December,Nillumbik,Males,495
2014,December,Nillumbik,Organisations,487
2014,December,Nillumbik,People,906
2014,December,Northern Grampians,Females,158
2014,December,Northern Grampians,Males,197
2014,December,Northern Grampians,Organisations,102
2014,December,Northern Grampians,People,373
2014,December,Port Phillip,Females,"2,417"
2014,December,Port Phillip,Males,"3,344"
2014,December,Port Phillip,Organisations,"1,615"
2014,December,Port Phillip,People,"5,882"
2014,December,Pyrenees,Females,58
2014,December,Pyrenees,Males,164
2014,December,Pyrenees,Organisations,71
2014,December,Pyrenees,People,229
2014,December,Queenscliffe,Females,23
2014,December,Queenscliffe,Males,38
2014,December,Queenscliffe,Organisations,28
2014,December,Queenscliffe,People,62
2014,December,South Gippsland,Females,244
2014,December,South Gippsland,Males,282
2014,December,South Gippsland,Organisations,156
2014,December,South Gippsland,People,539
2014,December,Southern Grampians,Females,155
2014,December,Southern Grampians,Males,208
2014,December,Southern Grampians,Organisations,111
2014,December,Southern Grampians,People,376
2014,December,Stonnington,Females,"1,986"
2014,December,Stonnington,Males,"2,386"
2014,December,Stonnington,Organisations,"1,702"
2014,December,Stonnington,People,"4,446"
2014,December,Strathbogie,Females,89
2014,December,Strathbogie,Males,125
2014,December,Strathbogie,Organisations,56
2014,December,Strathbogie,People,222
2014,December,Surf Coast,Females,232
2014,December,Surf Coast,Males,421
2014,December,Surf Coast,Organisations,163
2014,December,Surf Coast,People,663
2014,December,Swan Hill,Females,366
2014,December,Swan Hill,Males,407
2014,December,Swan Hill,Organisations,275
2014,December,Swan Hill,People,798
2014,December,Towong,Females,46
2014,December,Towong,Males,48
2014,December,Towong,Organisations,27
2014,December,Towong,People,94
2014,December,Wangaratta,Females,410
2014,December,Wangaratta,Males,359
2014,December,Wangaratta,Organisations,307
2014,December,Wangaratta,People,795
2014,December,Warrnambool,Females,565
2014,December,Warrnambool,Males,538
2014,December,Warrnambool,Organisations,351
2014,December,Warrnambool,People,"1,134"
2014,December,Wellington,Females,777
2014,December,Wellington,Males,933
2014,December,Wellington,Organisations,558
2014,December,Wellington,People,"1,753"
2014,December,West Wimmera,Females,26
2014,December,West Wimmera,Males,19
2014,December,West Wimmera,Organisations,25
2014,December,West Wimmera,People,49
2014,December,Whitehorse,Females,"1,757"
2014,December,Whitehorse,Males,"2,070"
2014,December,Whitehorse,Organisations,"1,295"
2014,December,Whitehorse,People,"3,883"
2014,December,Whittlesea,Females,"2,782"
2014,December,Whittlesea,Males,"3,542"
2014,December,Whittlesea,Organisations,"2,543"
2014,December,Whittlesea,People,"6,446"
2014,December,Wodonga,Females,728
2014,December,Wodonga,Males,691
2014,December,Wodonga,Organisations,434
2014,December,Wodonga,People,"1,459"
2014,December,Wyndham,Females,"2,668"
2014,December,Wyndham,Males,"3,246"
2014,December,Wyndham,Organisations,"2,730"
2014,December,Wyndham,People,"6,079"
2014,December,Yarra,Females,"2,426"
2014,December,Yarra,Males,"3,272"
2014,December,Yarra,Organisations,"1,966"
2014,December,Yarra,People,"5,836"
2014,December,Yarra Ranges,Females,"1,393"
2014,December,Yarra Ranges,Males,"1,604"
2014,December,Yarra Ranges,Organisations,"1,340"
2014,December,Yarra Ranges,People,"3,072"
2014,December,Yarriambiack,Females,60
2014,December,Yarriambiack,Males,56
2014,December,Yarriambiack,Organisations,32
2014,December,Yarriambiack,People,116
2013,December,Alpine,Females,68
2013,December,Alpine,Males,111
2013,December,Alpine,Organisations,71
2013,December,Alpine,People,187
2013,December,Ararat,Females,232
2013,December,Ararat,Males,271
2013,December,Ararat,Organisations,132
2013,December,Ararat,People,526
2013,December,Ballarat,Females,"2,423"
2013,December,Ballarat,Males,"2,521"
2013,December,Ballarat,Organisations,"1,834"
2013,December,Ballarat,People,"5,023"
2013,December,Banyule,Females,"1,825"
2013,December,Banyule,Males,"2,020"
2013,December,Banyule,Organisations,"1,286"
2013,December,Banyule,People,"3,899"
2013,December,Bass Coast,Females,618
2013,December,Bass Coast,Males,602
2013,December,Bass Coast,Organisations,328
2013,December,Bass Coast,People,"1,243"
2013,December,Baw Baw,Females,569
2013,December,Baw Baw,Males,692
2013,December,Baw Baw,Organisations,441
2013,December,Baw Baw,People,"1,301"
2013,December,Bayside,Females,"1,097"
2013,December,Bayside,Males,"1,291"
2013,December,Bayside,Organisations,649
2013,December,Bayside,People,"2,417"
2013,December,Benalla,Females,245
2013,December,Benalla,Males,268
2013,December,Benalla,Organisations,184
2013,December,Benalla,People,525
2013,December,Boroondara,Females,"1,820"
2013,December,Boroondara,Males,"2,188"
2013,December,Boroondara,Organisations,"1,330"
2013,December,Boroondara,People,"4,053"
2013,December,Brimbank,Females,"3,944"
2013,December,Brimbank,Males,"5,103"
2013,December,Brimbank,Organisations,"3,315"
2013,December,Brimbank,People,"9,259"
2013,December,Buloke,Females,26
2013,December,Buloke,Males,77
2013,December,Buloke,Organisations,56
2013,December,Buloke,People,105
2013,December,Campaspe,Females,545
2013,December,Campaspe,Males,693
2013,December,Campaspe,Organisations,455
2013,December,Campaspe,People,"1,262"
2013,December,Cardinia,Females,"1,363"
2013,December,Cardinia,Males,"1,341"
2013,December,Cardinia,Organisations,"1,075"
2013,December,Cardinia,People,"2,756"
2013,December,Casey,Females,"3,490"
2013,December,Casey,Males,"4,034"
2013,December,Casey,Organisations,"2,983"
2013,December,Casey,People,"7,706"
2013,December,Central Goldfields,Females,210
2013,December,Central Goldfields,Males,262
2013,December,Central Goldfields,Organisations,121
2013,December,Central Goldfields,People,484
2013,December,Colac-Otway,Females,274
2013,December,Colac-Otway,Males,385
2013,December,Colac-Otway,Organisations,142
2013,December,Colac-Otway,People,669
2013,December,Corangamite,Females,124
2013,December,Corangamite,Males,163
2013,December,Corangamite,Organisations,88
2013,December,Corangamite,People,296
2013,December,Darebin,Females,"2,924"
2013,December,Darebin,Males,"3,596"
2013,December,Darebin,Organisations,"2,504"
2013,December,Darebin,People,"6,649"
2013,December,East Gippsland,Females,905
2013,December,East Gippsland,Males,"1,023"
2013,December,East Gippsland,Organisations,545
2013,December,East Gippsland,People,"1,976"
2013,December,Frankston,Females,"2,461"
2013,December,Frankston,Males,"2,727"
2013,December,Frankston,Organisations,"2,522"
2013,December,Frankston,People,"5,348"
2013,December,Gannawarra,Females,100
2013,December,Gannawarra,Males,117
2013,December,Gannawarra,Organisations,72
2013,December,Gannawarra,People,226
2013,December,Glen Eira,Females,"1,479"
2013,December,Glen Eira,Males,"1,771"
2013,December,Glen Eira,Organisations,880
2013,December,Glen Eira,People,"3,290"
2013,December,Glenelg,Females,303
2013,December,Glenelg,Males,365
2013,December,Glenelg,Organisations,249
2013,December,Glenelg,People,683
2013,December,Golden Plains,Females,99
2013,December,Golden Plains,Males,177
2013,December,Golden Plains,Organisations,102
2013,December,Golden Plains,People,280
2013,December,Greater Bendigo,Females,"1,571"
2013,December,Greater Bendigo,Males,"1,634"
2013,December,Greater Bendigo,Organisations,"1,320"
2013,December,Greater Bendigo,People,"3,280"
2013,December,Greater Dandenong,Females,"2,620"
2013,December,Greater Dandenong,Males,"3,570"
2013,December,Greater Dandenong,Organisations,"3,168"
2013,December,Greater Dandenong,People,"6,367"
2013,December,Greater Geelong,Females,"3,707"
2013,December,Greater Geelong,Males,"4,149"
2013,December,Greater Geelong,Organisations,"3,399"
2013,December,Greater Geelong,People,"8,011"
2013,December,Greater Shepparton,Females,"1,346"
2013,December,Greater Shepparton,Males,"1,348"
2013,December,Greater Shepparton,Organisations,"1,164"
2013,December,Greater Shepparton,People,"2,760"
2013,December,Hepburn,Females,136
2013,December,Hepburn,Males,202
2013,December,Hepburn,Organisations,117
2013,December,Hepburn,People,346
2013,December,Hindmarsh,Females,37
2013,December,Hindmarsh,Males,71
2013,December,Hindmarsh,Organisations,38
2013,December,Hindmarsh,People,110
2013,December,Hobsons Bay,Females,"1,458"
2013,December,Hobsons Bay,Males,"1,836"
2013,December,Hobsons Bay,Organisations,"1,418"
2013,December,Hobsons Bay,People,"3,355"
2013,December,Horsham,Females,376
2013,December,Horsham,Males,372
2013,December,Horsham,Organisations,290
2013,December,Horsham,People,772
2013,December,Hume,Females,"3,226"
2013,December,Hume,Males,"3,804"
2013,December,Hume,Organisations,"3,032"
2013,December,Hume,People,"7,186"
2013,December,Indigo,Females,98
2013,December,Indigo,Males,111
2013,December,Indigo,Organisations,88
2013,December,Indigo,People,214
2013,December,Kingston,Females,"1,733"
2013,December,Kingston,Males,"2,263"
2013,December,Kingston,Organisations,"1,981"
2013,December,Kingston,People,"4,078"
2013,December,Knox,Females,"1,720"
2013,December,Knox,Males,"2,197"
2013,December,Knox,Organisations,"2,091"
2013,December,Knox,People,"4,001"
2013,December,Latrobe,Females,"2,186"
2013,December,Latrobe,Males,"2,147"
2013,December,Latrobe,Organisations,"1,439"
2013,December,Latrobe,People,"4,442"
2013,December,Loddon,Females,64
2013,December,Loddon,Males,110
2013,December,Loddon,Organisations,42
2013,December,Loddon,People,177
2013,December,Macedon Ranges,Females,370
2013,December,Macedon Ranges,Males,465
2013,December,Macedon Ranges,Organisations,250
2013,December,Macedon Ranges,People,852
2013,December,Manningham,Females,842
2013,December,Manningham,Males,"1,069"
2013,December,Manningham,Organisations,897
2013,December,Manningham,People,"1,955"
2013,December,Mansfield,Females,57
2013,December,Mansfield,Males,117
2013,December,Mansfield,Organisations,44
2013,December,Mansfield,People,178
2013,December,Maribyrnong,Females,"1,709"
2013,December,Maribyrnong,Males,"2,312"
2013,December,Maribyrnong,Organisations,"1,832"
2013,December,Maribyrnong,People,"4,092"
